"Day" "Dcum" "f0-9" "f10-19" "f20-29" "f30-39" "f40-49" "f50-59" "f60-69" "f70-79" "f80+" "m0-9" "m10-19" "m20-29" "m30-39" "m40-49" "m50-59" "m60-69" "m70-79" "m80+"
200101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
200102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
200103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
200104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
200105 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
200106 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200107 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200108 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200109 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200110 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200111 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200112 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200113 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200114 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200115 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200116 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
200117 3 0 0 0 0 0 0 0.526 0.474 0 0 0 0 0 0 0 0 0 2
200118 3 0 0 0 0 0 0 0.526 0.474 0 0 0 0 0 0 0 0 0 2
200119 3 0 0 0 0 0 0 0.526 0.474 0 0 0 0 0 0 0 0 0 2
200120 3 0 0 0 0 0 0 0.526 0.474 0 0 0 0 0 0 0 0 0 2
200121 3 0 0 0 0 0 0 0.526 0.474 0 0 0 0 0 0 0 0 0 2
200122 3 0 0 0 0 0 0 0.526 0.474 0 0 0 0 0 0 0 0 0 2
200123 3 0 0 0 0 0 0 0.526 0.474 0 0 0 0 0 0 0 0 0 2
200124 4 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0 0 2
200125 4 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0 0 2
200126 4 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0 0 2
200127 4 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0 0 2
200128 4 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0 0 2
200129 4 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0 0 2
200130 4 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0 0 2
200131 4 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0 0 2
200201 4 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0 0 2
200202 4 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0 0 2
200203 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200204 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200205 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200206 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200207 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200208 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200209 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200210 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200211 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200212 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200213 5 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 0.526 0.474 2
200214 6 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 1.052 0.948 2
200215 6 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 1.052 0.948 2
200216 6 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 1.052 0.948 2
200217 6 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 1.052 0.948 2
200218 7 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 1.578 1.422 2
200219 8 0 0 0 0 0 0 1.052 0.948 0 0 0 0 0 0 0 2.104 1.896 2
200220 9 0 0 0 0 0 0 1.052 0.948 1 0 0 0 0 0 0 2.104 1.896 2
200221 9 0 0 0 0 0 0 1.052 0.948 1 0 0 0 0 0 0 2.104 1.896 2
200222 9 0 0 0 0 0 0 1.052 0.948 1 0 0 0 0 0 0 2.104 1.896 2
200223 10 0 0 0 0 0 0 1.052 0.948 1 0 0 0 0 0 0 2.104 1.896 3
200224 10 0 0 0 0 0 0 1.052 0.948 1 0 0 0 0 0 0 2.104 1.896 3
200225 12 0 0 0 0 0 0 1.052 0.948 1 0 0 0 0.208 0.417 0.375 2.104 1.896 4
200226 20 0 0 0 0 0 0 2.63 2.37 2 0 0 0 0.208 0.417 0.375 3.682 3.318 5
200227 22 0 0 0 0 0 0 2.63 2.37 2 0 0 0 0.208 0.417 0.375 3.682 3.318 7
200228 24 0 0 0 0 0 0 3.156 2.844 1 0 0 0 0.416 0.834 0.75 3.682 3.318 8
200229 26 0 0 0 0 0 0 3.156 2.844 2 0 0 0 0.416 0.834 0.75 4.208 3.792 8
200301 30 0 0 0 0 0 0 3.156 2.844 3 0 0 0 0.416 0.834 0.75 4.734 4.266 10
200302 39 0 0 0 0 0 0 3.156 2.844 5 0 0.263 0.526 0.627 0.834 0.75 6.312 5.688 13
200303 50 0 0 0 0 0 0 3.682 3.318 6 0 0.263 0.526 0.835 1.251 1.125 8.416 7.584 17
200304 60 0 0 0 0 0 0 4.208 3.792 7 0 0.263 0.526 1.043 1.668 1.5 9.994 9.006 21
200305 69 0 0 0 0 0 0 4.734 4.266 9 0 0.263 0.526 1.043 1.668 1.5 13.15 11.85 21
200306 89 0 0 0 0 0 0 4.734 4.266 14 0 0.263 0.526 1.251 2.085 1.875 18.936 17.064 24
200307 111 0 0 0 0 0 0 6.312 5.688 14 0 0.263 0.526 1.459 2.502 2.25 23.67 21.33 33
200308 135 0 0 0 0 0 0 7.89 7.11 20 0 0.263 0.526 1.459 2.502 2.25 27.352 24.648 41
200309 161 0 0 0 0.208 0.417 0.375 8.416 7.584 22 0 0.263 0.526 1.667 2.919 2.625 34.19 30.81 49
200310 195 0 0.263 0.526 0.835 1.251 1.125 10.52 9.48 30 0 0.263 0.526 2.083 3.753 3.375 37.872 34.128 59
200311 243 0 0.263 0.526 0.835 1.251 1.125 12.624 11.376 39 0 0.263 0.526 3.539 6.672 6 45.236 40.764 73
200312 301 0 0.263 0.526 1.251 2.085 1.875 14.202 12.798 45 0 0.263 0.526 4.579 8.757 7.875 56.282 50.718 94
200313 379 0 0.263 0.526 1.251 2.085 1.875 22.092 19.908 52 0 0.263 0.526 6.451 12.51 11.25 69.958 63.042 115
200314 440 0 0.263 0.526 1.251 2.085 1.875 24.196 21.804 65 0 0.263 0.526 7.491 14.595 13.125 81.53 73.47 132
200315 538 0 0.263 0.526 1.459 2.502 2.25 32.612 29.388 77 0 0.263 0.526 8.947 17.514 15.75 97.31 87.69 164
200316 676 0 0.263 0.526 2.291 4.17 3.75 37.346 33.654 96 0 0.263 0.526 11.443 22.518 20.25 126.24 113.76 203
200317 803 0 0.263 0.526 2.811 5.2125 4.6875 43.658 39.342 123 0 0.789 1.578 13.425 25.6455 23.0625 145.702 131.298 242
200318 947 0 0.263 0.526 2.811 5.2125 4.6875 51.285 46.215 159 0 0.789 1.578 15.713 30.2325 27.1875 167.005 150.495 284
200319 1075 0 0.526 1.052 3.438 6.0465 5.4375 57.597 51.903 190 0 0.789 1.578 16.545 31.9005 28.6875 192.253 173.247 314
200320 1267 0 0.526 1.052 4.062 7.2975 6.5625 63.909 57.591 233 0 0.789 1.578 19.249 37.3215 33.5625 223.813 201.687 375
200321 1410 0 0.526 1.052 4.686 8.5485 7.6875 71.273 64.227 259 0 0.789 1.578 20.705 40.2405 36.1875 248.535 223.965 421
200322 1533 0 0.789 1.578 5.521 9.7995 8.8125 77.059 69.441 292 0 0.789 1.578 21.745 42.3255 38.0625 266.945 240.555 456
200323 1788 0 0.789 1.578 6.977 12.7185 11.4375 91.261 82.239 351 0 0.789 1.578 24.033 46.9125 42.1875 306.395 276.105 532
200324 1997 0 0.789 1.578 7.393 13.5525 12.1875 103.359 93.141 388 0 0.789 1.578 26.321 51.4995 46.3125 339.533 305.967 605
200325 2250 0 0.789 1.578 8.225 15.2205 13.6875 118.087 106.413 452 0 0.789 1.578 28.609 56.0865 50.4375 368.463 332.037 696
200326 2481 0 0.789 1.578 10.513 19.8075 17.8125 128.607 115.893 507 0 0.789 1.578 30.065 59.0055 53.0625 403.179 363.321 768
200327 2737 0 0.789 1.578 11.137 21.0585 18.9375 142.283 128.217 595 0 0.789 1.578 31.729 62.3415 56.0625 434.213 391.287 840
200328 3001 0 0.789 1.578 11.969 22.7265 20.4375 159.115 143.385 684 0 0.789 1.578 33.809 66.5115 59.8125 462.617 416.883 915
200329 3174 0 0.789 1.578 11.969 22.7265 20.4375 170.161 153.339 748 0 0.789 1.578 34.225 67.3455 60.5625 484.183 436.317 960
200330 3479 0 0.789 1.578 13.217 25.2285 22.6875 182.785 164.715 866 0 1.578 3.156 36.314 70.2645 63.1875 515.743 464.757 1047
200331 3747 0 0.789 1.578 13.841 26.4795 23.8125 195.409 176.091 962 0 1.578 3.156 36.73 71.0985 63.9375 544.673 490.827 1135
200401 4055 1 0.789 1.578 14.465 27.7305 24.9375 211.189 190.311 1083 0 1.578 3.156 38.602 74.8515 67.3125 573.603 516.897 1224
200402 4388 1 0.789 1.578 15.297 29.3985 26.4375 226.443 204.057 1219 0 1.841 3.682 39.645 76.5195 68.8125 611.475 551.025 1311
200403 4735 1 0.789 1.578 15.921 30.6495 27.5625 245.905 221.595 1351 0 1.841 3.682 41.933 81.1065 72.9375 648.295 584.205 1405
200404 4966 1 0.789 1.578 16.337 31.4835 28.3125 256.951 231.549 1442 0 2.104 4.208 43.808 84.4425 75.9375 673.543 606.957 1465
200405 5166 1 0.789 1.578 16.753 32.3175 29.0625 269.575 242.925 1514 0 2.104 4.208 44.848 86.5275 77.8125 690.375 622.125 1530
200406 5456 1 0.789 1.578 16.961 32.7345 29.4375 280.621 252.879 1628 0 2.104 4.208 46.72 90.2805 81.1875 717.201 646.299 1624
200407 5717 1 0.789 1.578 17.585 33.9855 30.5625 293.245 264.255 1729 0 2.367 4.734 47.555 91.5315 82.3125 745.079 671.421 1700
200408 5995 1 0.789 1.578 18.625 36.0705 32.4375 307.973 277.527 1826 0 2.367 4.734 49.635 95.7015 86.0625 774.009 697.491 1783
200409 6246 1 0.789 1.578 19.041 36.9045 33.1875 318.23 286.77 1932.5 0 2.63 5.26 51.51 99.0375 89.0625 798.468 719.532 1850.5
200410 6447 1 0.789 1.578 19.249 37.3215 33.5625 329.276 296.724 2004.5 0 2.63 5.26 52.134 100.2885 90.1875 815.826 735.174 1921.5
200411 6615 1 0.789 1.578 19.457 37.7385 33.9375 339.27 305.73 2066.5 0 2.63 5.26 52.342 100.7055 90.5625 833.71 751.29 1972.5
200412 6768 1 0.789 1.578 19.457 37.7385 33.9375 346.634 312.366 2142.5 0 2.63 5.26 53.382 102.7905 92.4375 842.126 758.874 2014.5
200413 6896 1 0.789 1.578 19.457 37.7385 33.9375 355.05 319.95 2193.5 0 2.63 5.26 54.63 105.2925 94.6875 853.698 769.302 2047.5
200414 7056 1 0.789 1.578 19.665 38.1555 34.3125 361.888 326.112 2254.5 0 2.893 5.786 55.673 106.9605 96.1875 869.478 783.522 2097.5
200415 7218 1 0.789 1.578 19.665 38.1555 34.3125 369.778 333.222 2332.5 0 2.893 5.786 56.713 109.0455 98.0625 877.368 790.632 2146.5
200416 7344 1 0.789 1.578 19.665 38.1555 34.3125 374.512 337.488 2378.5 0 2.893 5.786 56.921 109.4625 98.4375 893.148 804.852 2186.5
200417 7473 1 1.052 2.104 20.292 38.9895 35.0625 380.298 342.702 2427.5 0 2.893 5.786 57.961 111.5475 100.3125 904.194 814.806 2226.5
200418 7567 1 1.052 2.104 20.292 38.9895 35.0625 384.506 346.494 2464.5 0 2.893 5.786 58.377 112.3815 101.0625 915.766 825.234 2251.5
200419 7670 1 1.315 2.63 20.919 39.8235 35.8125 389.766 351.234 2507.5 0 2.893 5.786 58.585 112.7985 101.4375 925.234 833.766 2279.5
200420 7793 1 1.315 2.63 21.751 41.4915 37.3125 395.026 355.974 2554.5 0 3.156 6.312 59.212 113.6325 102.1875 936.806 844.194 2316.5
200421 7894 1 1.315 2.63 21.959 41.9085 37.6875 403.968 364.032 2589.5 0 3.419 6.838 60.047 114.8835 103.3125 946.8 853.2 2341.5
200422 7991 1 1.315 2.63 22.167 42.3255 38.0625 407.124 366.876 2634.5 0 3.682 7.364 60.258 114.8835 103.3125 956.794 862.206 2366.5
200423 8091 1 1.315 2.63 22.375 42.7425 38.4375 411.858 371.142 2674.5 0 3.682 7.364 60.674 115.7175 104.0625 966.788 871.212 2395.5
200424 8160 1 1.315 2.63 22.375 42.7425 38.4375 417.118 375.882 2700.5 0 3.682 7.364 60.882 116.1345 104.4375 975.204 878.796 2411.5
200425 8218 1 1.315 2.63 22.375 42.7425 38.4375 420.274 378.726 2722.5 0 3.682 7.364 61.298 116.9685 105.1875 980.99 884.01 2428.5
200426 8251 1 1.315 2.63 22.583 43.1595 38.8125 423.43 381.57 2731.5 0 3.682 7.364 61.298 116.9685 105.1875 983.094 885.906 2441.5
200427 8317 1 1.315 2.63 22.999 43.9935 39.5625 429.216 386.784 2753.5 0 3.682 7.364 62.13 118.6365 106.6875 988.354 890.646 2458.5
200428 8383 1 1.315 2.63 23.207 44.4105 39.9375 432.898 390.102 2773.5 0 3.682 7.364 62.338 119.0535 107.0625 997.296 898.704 2478.5
200429 8440 1 1.315 2.63 23.623 45.2445 40.6875 436.054 392.946 2788.5 0 3.682 7.364 62.546 119.4705 107.4375 1003.082 903.918 2500.5
200430 8494 1 1.315 2.63 23.623 45.2445 40.6875 439.21 395.79 2803.5 0 3.682 7.364 62.546 119.4705 107.4375 1010.972 911.028 2518.5
200501 8531 1 1.315 2.63 23.623 45.2445 40.6875 440.262 396.738 2816.5 0 3.682 7.364 62.962 120.3045 108.1875 1013.602 913.398 2533.5
200502 8553 1 1.315 2.63 23.623 45.2445 40.6875 441.314 397.686 2827.5 0 3.682 7.364 62.962 120.3045 108.1875 1016.232 915.768 2537.5
200503 8577 1 1.315 2.63 23.831 45.6615 41.0625 443.418 399.582 2831.5 0 3.682 7.364 62.962 120.3045 108.1875 1018.862 918.138 2547.5
200504 8620 1 1.315 2.63 24.039 46.0785 41.4375 444.996 401.004 2848.5 0 3.682 7.364 63.17 120.7215 108.5625 1023.07 921.93 2560.5
200505 8657 1 1.315 2.63 24.039 46.0785 41.4375 449.204 404.796 2862.5 0 3.682 7.364 63.586 121.5555 109.3125 1026.226 924.774 2567.5
200506 8684 1 1.315 2.63 24.039 46.0785 41.4375 450.256 405.744 2873.5 0 3.682 7.364 64.21 122.8065 110.4375 1028.856 927.144 2573.5
200507 8719 1 1.315 2.63 24.039 46.0785 41.4375 452.886 408.114 2886.5 0 3.682 7.364 64.21 122.8065 110.4375 1033.064 930.936 2582.5
200508 8753 1 1.315 2.63 24.039 46.0785 41.4375 455.516 410.484 2896.5 0 3.682 7.364 64.418 123.2235 110.8125 1037.272 934.728 2592.5
200509 8760 1 1.315 2.63 24.039 46.0785 41.4375 455.516 410.484 2900.5 0 3.682 7.364 64.418 123.2235 110.8125 1038.324 935.676 2593.5
200510 8785 1 1.315 2.63 24.039 46.0785 41.4375 456.042 410.958 2911.5 0 3.682 7.364 64.418 123.2235 110.8125 1040.954 938.046 2601.5
200511 8805 1 1.315 2.63 24.039 46.0785 41.4375 456.042 410.958 2917.5 0 3.682 7.364 64.418 123.2235 110.8125 1043.584 940.416 2610.5
200512 8821 1 1.315 2.63 24.039 46.0785 41.4375 457.094 411.906 2924.5 0 3.682 7.364 64.626 123.6405 111.1875 1044.636 941.364 2614.5
200513 8847 1 1.315 2.63 24.039 46.0785 41.4375 458.672 413.328 2934.5 0 3.682 7.364 64.626 123.6405 111.1875 1046.214 942.786 2624.5
200514 8862 1 1.315 2.63 24.039 46.0785 41.4375 459.724 414.276 2942.5 0 3.682 7.364 64.626 123.6405 111.1875 1046.214 942.786 2629.5
200515 8892 1 1.315 2.63 24.455 46.9125 42.1875 461.302 415.698 2947.5 0 3.682 7.364 64.834 124.0575 111.5625 1049.37 945.63 2642.5
200516 8915 1 1.315 2.63 24.455 46.9125 42.1875 461.828 416.172 2960.5 0 3.682 7.364 65.042 124.4745 111.9375 1050.948 947.052 2647.5
200517 8928 1 1.315 2.63 24.663 47.3295 42.5625 462.354 416.646 2963.5 0 3.682 7.364 65.042 124.4745 111.9375 1054.104 949.896 2649.5
200518 8940 1 1.315 2.63 24.871 47.7465 42.9375 464.458 418.542 2965.5 0 3.682 7.364 65.042 124.4745 111.9375 1054.63 950.37 2653.5
200519 8952 1 1.315 2.63 24.871 47.7465 42.9375 464.458 418.542 2970.5 0 3.682 7.364 65.458 125.3085 112.6875 1054.63 950.37 2658.5
200520 8982 1 1.315 2.63 24.871 47.7465 42.9375 464.984 419.016 2983.5 0 3.682 7.364 66.082 126.5595 113.8125 1057.26 952.74 2666.5
200521 8988 1 1.315 2.63 24.871 47.7465 42.9375 465.51 419.49 2985.5 0 3.682 7.364 66.082 126.5595 113.8125 1057.786 953.214 2668.5
200522 9000 1 1.315 2.63 24.871 47.7465 42.9375 466.562 420.438 2988.5 0 3.682 7.364 66.29 126.9765 114.1875 1058.838 954.162 2672.5
200523 9010 1 1.315 2.63 24.871 47.7465 42.9375 467.088 420.912 2991.5 0 3.682 7.364 66.29 126.9765 114.1875 1060.416 955.584 2675.5
200524 9017 1 1.315 2.63 24.871 47.7465 42.9375 467.088 420.912 2994.5 0 3.682 7.364 66.29 126.9765 114.1875 1061.468 956.532 2677.5
200525 9026 1 1.315 2.63 24.871 47.7465 42.9375 467.614 421.386 3000.5 0 3.682 7.364 66.29 126.9765 114.1875 1061.468 956.532 2679.5
200526 9039 1 1.315 2.63 25.287 48.5805 43.6875 467.614 421.386 3005.5 0 3.682 7.364 66.29 126.9765 114.1875 1063.572 958.428 2681.5
200527 9051 1 1.315 2.63 25.287 48.5805 43.6875 468.666 422.334 3008.5 0 3.682 7.364 66.29 126.9765 114.1875 1066.202 960.798 2683.5
