"Day" "Dcum" "f0-9" "f10-19" "f20-29" "f30-39" "f40-49" "f50-59" "f60-69" "f70-79" "f80+" "m0-9" "m10-19" "m20-29" "m30-39" "m40-49" "m50-59" "m60-69" "m70-79" "m80+"
201111 16083 2.11116 3.36696 5.28956 47.69456 91.25306 82.11806 824.53456 743.07656 5364.05556 1.1112 8.2528 14.728 120.204 229.1415 206.0625 1827.061 1646.439 4866.5
201112 16483 2.11116 3.62996 5.81556 48.94556 93.33806 83.99306 843.47056 760.14056 5515.05556 1.1112 8.2528 14.728 121.66 232.0605 208.6875 1866.511 1681.989 4991.5
201113 16867 2.11116 3.89296 6.34156 49.98856 95.00606 85.49306 855.04256 770.56856 5665.55556 1.1112 8.7788 15.78 123.746 235.3965 211.6875 1897.545 1709.955 5129
201114 17174 2.16671 3.94851 6.39711 50.66811 96.31261 86.67361 871.40411 785.31811 5799.61111 1.16676 8.83436 15.83556 125.88156 239.62206 215.49306 1917.06256 1727.54856 5220.05556
201115 17415 2.16671 3.94851 6.39711 50.87611 96.72961 87.04861 882.97611 795.74611 5884.11111 1.16676 8.83436 15.83556 126.50556 240.87306 216.61806 1942.83656 1750.77456 5301.55556
201116 17802 2.16671 3.94851 6.39711 51.70811 98.39761 88.54861 901.91211 812.81011 6023.11111 1.16676 8.83436 15.83556 128.58556 245.04306 220.36806 1975.97456 1780.63656 5436.55556
201117 18230 2.16671 3.94851 6.39711 52.12411 99.23161 89.29861 924.00411 832.71811 6188.11111 1.16676 8.83436 15.83556 130.66556 249.21306 224.11806 2012.79456 1813.81656 5575.55556
201118 18670 2.16671 3.94851 6.39711 52.95611 100.89961 90.79861 945.30711 851.91511 6364.11111 1.16676 8.83436 15.83556 132.74556 253.38306 227.86806 2053.03356 1850.07756 5708.55556
201119 19125 2.16671 4.21151 6.92311 53.16711 100.89961 90.79861 967.39911 871.82311 6548.11111 1.16676 8.83436 15.83556 135.03356 257.97006 231.99306 2101.42556 1893.68556 5833.55556
201120 19551 2.72231 4.65591 6.92311 53.79111 102.15061 91.92361 991.06911 893.15311 6731.61111 1.16676 8.83436 15.83556 136.48956 260.88906 234.61806 2135.61556 1924.49556 5955.05556
201121 19837 2.72231 4.91891 7.44911 54.62611 103.40161 93.04861 1002.64111 903.58111 6842.11111 1.27787 8.94547 15.94667 138.05667 263.91917 237.35417 2161.50067 1947.83267 6047.66667
201122 20101 2.72231 4.91891 7.44911 55.04211 104.23561 93.79861 1015.79111 915.43111 6932.11111 1.27787 8.94547 15.94667 139.92867 267.67217 240.72917 2186.74867 1970.58467 6137.66667
201123 20502 2.72231 4.91891 7.44911 55.87411 105.90361 95.29861 1035.51611 933.20611 7072.61111 1.27787 8.94547 15.94667 140.96867 269.75717 242.60417 2230.66967 2010.16367 6268.16667
201124 20904 3.72231 4.91891 7.44911 57.12211 108.40561 97.54861 1053.40011 949.32211 7247.61111 1.27787 8.94547 15.94667 141.80067 271.42517 244.10417 2260.12567 2036.70767 6394.16667
201125 21362 3.72231 5.18191 7.97511 57.95711 109.65661 98.67361 1073.91411 967.80811 7454.61111 1.27787 8.94547 15.94667 144.71267 277.26317 249.35417 2293.78967 2067.04367 6524.16667
201126 21847 3.72231 5.18191 7.97511 58.99711 111.74161 100.54861 1099.68811 991.03411 7662.61111 1.27787 8.94547 15.94667 146.16867 280.18217 251.97917 2328.50567 2098.32767 6674.16667
201127 22325 4.88898 5.34858 8.14178 59.78778 113.15928 101.84028 1122.99878 1012.05678 7862.77778 1.33342 9.00102 16.00222 148.51222 284.82472 256.15972 2360.64722 2127.29722 6830.22222
201128 22692 4.88898 5.34858 8.14178 60.41178 114.41028 102.96528 1140.88278 1028.17278 8006.27778 1.33342 9.00102 16.00222 149.76022 287.32672 258.40972 2393.25922 2156.68522 6948.72222
201129 22990 4.88898 5.34858 8.14178 60.82778 115.24428 103.71528 1153.50678 1039.54878 8129.27778 2.33342 9.00102 16.00222 151.00822 289.82872 260.65972 2414.29922 2175.64522 7050.72222
201130 23465 4.88898 5.34858 8.14178 61.65978 116.91228 105.21528 1178.22878 1061.82678 8310.27778 2.33342 9.00102 16.00222 153.08822 293.99872 264.40972 2457.95722 2214.98722 7200.72222
201201 23968 4.88898 5.61158 8.66778 62.49478 118.16328 106.34028 1199.79478 1081.26078 8508.27778 2.33342 9.00102 16.00222 154.96022 297.75172 267.78472 2498.98522 2251.95922 7373.72222
201202 24490 5.1112 5.8338 8.89 63.133 119.2195 107.3125 1228.421 1107.079 8716.5 2.33342 9.00102 16.00222 155.79222 299.41972 269.28472 2543.69522 2292.24922 7540.72222
201203 25074 5.1112 5.8338 8.89 63.965 120.8875 108.8125 1258.929 1134.571 8961.5 2.33342 9.00102 16.00222 157.66422 303.17272 272.65972 2591.03522 2334.90922 7718.72222
201204 25654 5.1112 6.0968 9.416 65.632 123.8065 111.4375 1287.859 1160.641 9182 2.33342 9.00102 16.00222 159.12022 306.09172 275.28472 2638.37522 2377.56922 7918.22222
201205 26024 5.1112 6.0968 9.416 65.84 124.2235 111.8125 1307.321 1178.179 9336 2.44453 9.37513 16.63933 161.52233 310.37283 279.14583 2665.83833 2402.32833 8032.33333
201206 26354 5.1112 6.0968 9.416 66.048 124.6405 112.1875 1319.945 1189.555 9474 2.44453 9.37513 16.63933 163.18633 313.70883 282.14583 2695.82033 2429.34633 8134.33333
201207 26884 5.1112 6.0968 9.416 66.672 125.8915 113.3125 1343.615 1210.885 9677.5 2.55564 9.48624 16.75044 164.33744 315.90494 284.13194 2741.16744 2470.22144 8320.94444
201208 27506 5.1112 6.0968 9.416 68.128 128.8105 115.9375 1367.285 1232.215 9938 2.55564 9.48624 16.75044 166.41744 320.07494 287.88194 2784.82544 2509.56344 8537.44444
201209 28058 5.1112 6.0968 9.416 68.752 130.0615 117.0625 1399.108 1260.892 10170 2.55564 9.74924 17.27644 168.70844 324.24494 291.63194 2821.90844 2542.98044 8712.44444
201210 28738 5.1112 6.0968 9.416 69.584 131.7295 118.5625 1425.408 1284.592 10470 2.55564 9.74924 17.27644 170.58044 327.99794 295.00694 2877.66444 2593.22444 8923.44444
201211 29372 5.1112 6.0968 9.416 70.624 133.8145 120.4375 1455.39 1311.61 10729 3.55564 9.74924 17.27644 172.03644 330.91694 297.63194 2927.10844 2637.78044 9134.44444
201212 29860 5.1112 6.3598 9.942 71.251 134.6485 121.1875 1476.956 1331.044 10921 3.55564 9.74924 17.27644 173.90844 334.66994 301.00694 2970.76644 2677.12244 9294.44444
201213 30191 5.1112 6.3598 9.942 71.875 135.8995 122.3125 1491.684 1344.316 11061 4.55564 9.74924 17.27644 174.11644 335.08694 301.38194 2998.11844 2701.77044 9400.44444
201214 30729 5.1112 6.6228 10.468 73.542 138.8185 124.9375 1510.62 1361.38 11287 4.55564 9.74924 17.27644 176.82044 340.50794 306.25694 3039.67244 2739.21644 9576.44444
201215 31293 5.1112 6.6228 10.468 74.582 140.9035 126.8125 1534.816 1383.184 11506 4.55564 9.74924 17.27644 179.52444 345.92894 311.13194 3075.96644 2771.92244 9788.44444
201216 31873 5.22231 6.73391 10.57911 75.52511 142.68261 128.42361 1567.80211 1412.92011 11741.61111 4.55564 9.74924 17.27644 180.77244 348.43094 313.38194 3116.73144 2808.65744 9981.94444
201217 32468 5.22231 6.73391 10.57911 76.56511 144.76761 130.29861 1589.89411 1432.82811 11984.61111 4.55564 9.74924 17.27644 182.43644 351.76694 316.38194 3164.07144 2851.31744 10188.94444
201218 32994 6.22231 6.73391 10.57911 77.60511 146.85261 132.17361 1609.35611 1450.36611 12217.11111 4.55564 10.01224 17.80244 183.68744 353.85194 318.25694 3205.09944 2888.28944 10355.44444
201219 33360 6.22231 6.73391 10.57911 78.02111 147.68661 132.92361 1626.18811 1465.53411 12377.11111 4.66676 10.38636 18.43956 185.67356 357.29906 321.36806 3242.03056 2921.58056 10447.55556
201220 33650 6.22231 6.73391 10.57911 78.43711 148.52061 133.67361 1640.91611 1478.80611 12500.61111 4.66676 10.64936 18.96556 186.50856 358.55006 322.49306 3264.12256 2941.48856 10538.05556
201221 34055 6.22231 6.73391 10.57911 79.26911 150.18861 135.17361 1663.79711 1499.42511 12652.11111 4.77787 11.02347 19.60267 188.07867 361.16317 324.85417 3298.16067 2972.17267 10671.66667
201222 34451 6.38898 7.16358 11.27178 80.37478 151.81478 136.65278 1684.47778 1518.07778 12822.27778 4.83342 11.34202 20.18422 189.28122 363.09522 326.59722 3323.99022 2995.45422 10797.72222
201223 34863 6.38898 7.42658 11.79778 81.41778 153.48278 138.15278 1703.41378 1535.14178 13001.27778 4.83342 11.34202 20.18422 190.32122 365.18022 328.47222 3361.33622 3029.10822 10913.72222
201224 35108 7.38898 7.68958 12.32378 81.62878 153.48278 138.15278 1716.56378 1546.99178 13091.27778 4.83342 11.34202 20.18422 191.15322 366.84822 329.97222 3386.58422 3051.86022 10989.72222
201225 35284 7.38898 7.68958 12.32378 82.04478 154.31678 138.90278 1725.50578 1555.04978 13163.27778 4.83342 11.34202 20.18422 191.77722 368.09922 331.09722 3397.63022 3061.81422 11050.72222
201226 35476 7.38898 7.68958 12.32378 83.29278 156.81878 141.15278 1733.13278 1561.92278 13240.27778 4.83342 11.34202 20.18422 192.19322 368.93322 331.84722 3414.72522 3077.21922 11110.72222
201227 35604 8.38898 7.68958 12.32378 83.29278 156.81878 141.15278 1738.91878 1567.13678 13287.27778 4.83342 11.34202 20.18422 192.81722 370.18422 332.97222 3424.19322 3085.75122 11158.72222
201228 35821 8.38898 7.68958 12.32378 83.29278 156.81878 141.15278 1745.23078 1572.82478 13369.27778 4.83342 11.34202 20.18422 193.85722 372.26922 334.84722 3442.60322 3102.34122 11241.72222
201229 36066 8.44453 7.74513 12.37933 83.55633 157.29133 141.58333 1758.96233 1585.20433 13478.33333 5.00009 11.50869 20.35089 194.43989 373.26989 335.76389 3459.60189 3117.67589 11314.88889
201230 36255 9.44453 8.00813 12.90533 84.18333 158.12533 142.33333 1765.80033 1591.36633 13552.33333 5.1112 11.6198 20.462 194.967 374.215 336.625 3474.967 3131.533 11381
201231 36340 9.44453 8.00813 12.90533 84.18333 158.12533 142.33333 1767.90433 1593.26233 13580.83333 5.1112 11.6198 20.462 195.175 374.632 337 3486.013 3141.487 11411.5
210101 36381 9.44453 8.00813 12.90533 84.18333 158.12533 142.33333 1772.11233 1597.05433 13602.83333 5.1112 11.6198 20.462 195.175 374.632 337 3487.065 3142.435 11420.5
210102 36428 9.44453 8.00813 12.90533 84.39133 158.54233 142.70833 1773.69033 1598.47633 13618.33333 5.1112 11.6198 20.462 195.591 375.466 337.75 3490.221 3145.279 11440
210103 36457 9.44453 8.00813 12.90533 84.39133 158.54233 142.70833 1774.74233 1599.42433 13630.33333 5.1112 11.6198 20.462 196.215 376.717 338.875 3493.903 3148.597 11445
210104 36502 10.44453 8.00813 12.90533 84.39133 158.54233 142.70833 1776.32033 1600.84633 13646.33333 5.1112 11.6198 20.462 196.839 377.968 340 3496.533 3150.967 11462
210105 36528 10.44453 8.00813 12.90533 84.39133 158.54233 142.70833 1778.42433 1602.74233 13653.33333 5.1112 11.6198 20.462 197.047 378.385 340.375 3498.637 3152.863 11472
210106 36528 10.44453 8.00813 12.90533 84.39133 158.54233 142.70833 1778.42433 1602.74233 13653.33333 5.1112 11.6198 20.462 197.047 378.385 340.375 3498.637 3152.863 11472
