"Day" "Icum" "f0-9" "f10-19" "f20-29" "f30-39" "f40-49" "f50-59" "f60-69" "f70-79" "f80+" "m0-9" "m10-19" "m20-29" "m30-39" "m40-49" "m50-59" "m60-69" "m70-79" "m80+"
200821 235890 4422.76016 10679.98496 17265.32356 17005.35756 20206.91406 18171.99306 9549.16656 8605.44456 14064.55556 4806.66562 11289.14882 18148.46222 16930.42422 19345.72272 17397.90972 10541.18722 9499.75722 7959.22222
200822 236934 4464.87336 10759.52076 17382.62156 17087.87456 20278.01256 18235.93056 9565.99856 8620.61256 14066.55556 4840.88962 11378.98682 18292.58622 17027.03022 19423.49322 17467.84722 10559.59722 9516.34722 7965.22222
200823 237767 4498.09696 10819.58516 17475.19756 17153.09056 20334.30756 18286.55556 9577.30756 8630.80356 14068.55556 4870.89113 11454.17153 18412.62533 17106.44933 19486.15433 17524.20833 10571.01733 9526.64933 7971.33333
200824 239273 4559.43367 10941.31267 17650.99267 17267.45967 20422.19717 18365.60417 9602.14067 8653.19267 14076.66667 4926.44953 11588.07613 18623.55133 17248.36433 19601.03783 17627.52083 10589.42733 9543.23933 7986.33333
200825 240807 4616.65942 11064.54002 17826.73222 17388.22122 20522.95822 18456.22222 9630.60022 8678.84422 14085.72222 4984.89729 11732.75149 18846.63089 17386.45189 19698.46289 17715.13889 10612.62689 9564.15089 7995.38889
200826 242275 4678.82953 11173.25813 17975.17533 17495.25833 20618.14533 18541.83333 9656.22233 8701.94433 14093.83333 5045.06749 11875.64829 19061.76489 17524.95889 19803.12989 17809.26389 10633.92989 9583.34789 8003.38889
200827 243693 4722.60984 11275.10154 18128.08944 17605.96094 20717.08544 18630.81944 9678.42544 8721.96344 14106.94444 5108.95931 12006.85041 19265.28611 17655.19661 19900.51311 17896.86111 10659.40011 9606.32211 8006.61111
200828 244997 4771.77896 11376.05616 18281.00356 17705.43156 20793.50756 18699.55556 9696.15756 8737.95356 14128.05556 5160.57331 12127.91791 19449.64911 17775.32811 19993.08711 17980.11111 10681.75511 9626.46711 8012.61111
200829 245881 4803.89167 11442.26717 18381.31767 17771.42617 20845.11817 18745.97917 9707.31467 8748.01867 14135.16667 5190.01931 12208.03841 19578.78211 17863.21661 20065.43661 18045.17361 10695.43111 9638.79111 8015.61111
200830 246648 4825.55927 11496.70407 18471.52667 17834.75667 20899.53667 18794.91667 9719.67567 8759.15767 14140.16667 5218.79851 12276.83171 19687.92711 17933.51911 20118.60411 18092.98611 10708.31811 9650.40411 8018.61111
200831 247917 4865.45047 11591.48037 18614.86167 17934.47817 20984.18767 18871.04167 9739.66367 8777.16967 14146.16667 5265.02273 12387.12943 19868.30433 18051.14483 20209.31533 18174.58333 10734.84033 9674.32633 8027.83333
200901 249374 4920.56427 11695.95157 18770.03167 18043.93917 21078.84667 18956.16667 9769.38267 8803.95067 14156.16667 5322.35933 12521.04783 20070.81433 18184.37983 20313.56533 18268.33333 10764.03333 9700.63333 8033.83333
200902 250719 4961.56667 11799.24367 18928.62067 18148.94767 21161.82967 19030.79167 9790.42267 8822.91067 14174.16667 5361.91693 12637.87973 20263.59333 18311.21533 20412.81133 18357.58333 10790.85933 9724.80733 8039.83333
200903 252116 5016.06987 11911.19247 19088.52467 18257.08367 21250.02517 19110.10417 9814.61867 8844.71467 14188.16667 5424.08693 12752.73973 20426.65333 18429.56133 20518.93783 18453.02083 10823.99733 9754.66933 8051.83333
200904 253630 5080.23964 12024.89724 19253.44044 18375.82044 21355.38694 19204.88194 9840.14444 8867.74444 14209.44444 5495.59031 12879.63091 20612.60911 18558.40211 20627.63561 18550.79861 10852.67911 9780.54311 8060.11111
200905 254780 5117.35267 12103.79817 19372.80167 18468.76217 21445.68117 19286.10417 9865.61467 8890.71867 14225.66667 5538.25911 12964.47661 20739.63811 18657.61461 20724.37961 18637.79861 10873.19311 9799.02911 8069.11111
200906 255764 5147.24307 12177.03077 19489.04767 18551.58517 21518.23917 19351.35417 9886.12867 8909.20467 14236.66667 5574.59382 13038.59112 20860.20322 18740.78072 20794.12972 18700.53472 10894.87022 9818.57422 8075.22222
200907 257423 5213.85782 12302.55262 19667.15422 18680.99222 21634.42922 19455.84722 9920.90022 8940.54422 14253.72222 5631.31938 13180.46418 21077.23378 18883.51378 20905.73278 18800.90278 10932.27178 9852.28378 8089.27778
200908 259047 5261.13824 12416.66414 19842.27144 18806.49194 21745.15644 19555.44444 9965.04344 8980.34544 14288.94444 5683.48878 13308.39228 21278.42878 19021.21328 21019.99078 18903.65278 10976.19278 9891.86278 8102.27778
200909 260758 5312.64116 12538.98546 20028.58656 18943.38506 21869.74206 19667.49306 10009.33856 9020.27256 14304.05556 5740.43618 13440.51488 21483.56878 19167.87928 21149.05228 19019.71528 11012.48678 9924.56878 8125.27778
200910 262410 5358.81016 12649.76396 20203.48156 19071.57456 21986.08506 19772.11806 10056.15256 9062.45856 14321.05556 5811.16198 13575.04558 21681.08178 19305.55778 21266.22928 19125.09028 11056.67078 9964.38478 8143.27778
200911 264071 5417.31296 12760.08016 20368.11956 19194.71356 22100.55156 19875.05556 10099.54756 9101.56356 14359.05556 5872.10958 13705.74898 21879.38378 19445.94478 21388.20178 19234.77778 11100.59178 10003.96378 8164.27778
200912 265485 5454.48156 12861.07306 20531.44256 19308.48506 22197.29556 19962.05556 10137.41956 9135.69156 14385.05556 5917.5008 13808.8597 22038.721 19567.4025 21503.516 19338.5 11129.218 10029.782 8178.5
200913 266645 5488.53876 12942.08236 20660.57556 19405.10956 22287.15906 20042.86806 10158.45956 9154.65156 14407.05556 5950.55822 13896.52122 22176.49222 19664.71322 21587.76372 19414.28472 11157.31822 10055.12622 8195.72222
200914 268578 5542.15291 13076.20131 20867.87511 19560.68311 22432.33061 20173.42361 10206.11811 9197.60411 14436.11111 6019.39469 14035.05909 22390.74089 19824.80489 21736.38239 19547.95139 11212.97789 10105.29989 8212.88889
200915 270572 5585.76662 13219.47632 21102.31922 19722.81072 22568.80072 20296.15972 10261.98522 9247.95922 14479.22222 6084.12 14186.9045 22632.549 19986.1425 21865.3465 19663.9375 11272.001 10158.499 8238
200916 272648 5663.27053 13366.65613 21318.35333 19880.56933 22711.31733 20424.33333 10320.48233 9300.68433 14523.33333 6172.9572 14342.9968 22867.408 20152.634 22010.254 19794.25 11330.387 10211.113 8257
200917 274657 5729.10727 13505.52857 21527.77167 20032.16717 22846.75867 20546.16667 10364.73667 9340.59667 14560.66667 6238.90531 14499.56741 23107.11211 20325.39961 22163.82111 19932.36111 11382.30911 10257.91311 8296.11111
200918 276636 5787.99909 13645.54119 21748.91389 20190.27339 22985.84189 20671.26389 10420.71489 9391.06289 14585.88889 6301.13082 14643.28712 23328.66922 20490.26172 22316.13722 20069.34722 11434.49422 10304.95022 8320.22222
200919 278099 5835.05689 13743.20139 21899.34989 20305.11539 23095.09589 20769.51389 10454.37889 9421.39889 14614.88889 6340.85542 14748.85552 23492.25522 20613.70672 22432.06322 20173.59722 11478.67822 10344.76622 8336.22222
200920 279289 5862.78044 13820.76094 22027.74944 20401.79094 23185.64044 20850.94444 10484.15344 9448.23544 14636.94444 6372.6904 14836.3231 23634.027 20715.6715 22522.413 20254.875 11510.253 10373.247 8350.5
200921 281351 5925.95047 13959.47237 22237.84567 20563.26617 23340.36117 20990.10417 10548.28467 9506.04867 14690.16667 6427.41504 14980.65234 23873.80144 20890.84894 22680.69194 20397.25694 11555.67044 10414.21844 8368.94444
200922 283376 5977.28636 14094.16476 22455.73556 20721.83156 23482.94706 21118.36806 10600.22156 9552.88956 14728.05556 6489.19582 15137.56162 24127.34822 21066.56322 22829.00472 20530.65972 11605.91822 10459.52622 8398.72222
200923 285500 6032.73338 14232.46318 22680.55978 20888.79878 23636.83378 21256.77778 10654.62178 9601.93378 14755.77778 6553.64356 15292.81256 24371.74556 21249.14456 22998.43156 20683.05556 11670.94956 10518.16156 8421.55556
200924 287655 6095.29229 14370.01149 22888.44089 21040.27089 23773.30389 21379.51389 10710.75189 9652.52589 14801.38889 6640.4262 15467.1068 24622.566 21433.641 23166.51 20834.25 11744.245 10584.255 8450.5
200925 289892 6162.7404 14513.5376 23101.556 21217.022 23956.144 21544 10760.807 9697.693 14856.5 6726.43018 15624.71938 24857.96578 21613.93178 23338.59178 20989.02778 11809.22078 10642.83478 8479.27778
200926 291769 6224.7992 14639.2123 23288.023 21368.6775 24110.2255 21682.5625 10821.297 9752.203 14903.5 6789.26698 15753.14208 25045.48478 21757.27328 23475.15928 21111.84028 11859.71678 10688.33878 8498.27778
200927 293199 6264.0232 14727.3408 23428.728 21477.12 24214.4755 21776.3125 10861.799 9788.701 14929.5 6833.04698 15864.38758 25223.53578 21881.94478 23581.91128 21207.84028 11900.21878 10724.83678 8513.27778
200928 295630 6323.63782 14884.83412 23673.27722 21666.24772 24396.92672 21940.40972 10941.18422 9860.26022 14971.22222 6902.43969 16039.87159 25497.95589 22085.06839 23768.42139 21375.57639 11971.07689 10788.70089 8542.88889
200929 298148 6401.3082 15047.5388 23924.194 21856.611 24576.723 22102.125 11018.784 9930.216 15022.5 6980.88789 16216.91889 25776.44689 22295.77789 23966.78789 21554.01389 12045.21689 10855.56089 8576.38889
200930 300844 6466.58976 15214.50136 24182.51556 22065.51556 24787.78056 22291.93056 11100.63256 10003.97856 15079.55556 7075.28127 16409.62407 26071.81067 22519.46667 24177.65067 21743.66667 12116.76767 10920.06567 8616.66667
201001 303785 6550.81611 15388.54361 24447.38611 22284.31461 25013.30761 22494.79861 11181.66611 10077.05611 15141.11111 7172.5094 16624.8901 26383.799 22759.9455 24408.7935 21951.5625 12225.983 11018.517 8660
201002 307046 6647.43196 15588.72516 24752.64756 22533.60156 25267.49656 22723.43056 11282.57656 10168.03456 15243.55556 7256.56956 16841.99656 26725.46556 23021.82256 24658.92356 22176.55556 12327.53056 11110.08056 8719.55556
201003 309962 6718.76891 15756.99931 25016.20311 22757.07311 25503.44861 22935.67361 11383.59811 10259.12411 15293.11111 7324.01776 17034.71836 27035.80556 23264.97656 24896.82206 22390.49306 12430.10056 11202.51056 8758.55556
201004 312201 6768.93829 15902.47249 25252.65489 22937.47389 25674.90489 23089.88889 11454.88589 10323.39189 15336.38889 7388.85464 17194.53224 27283.94044 23445.97044 25060.04944 22537.31944 12500.44744 11265.94144 8782.94444
201005 316000 6851.72096 16141.38316 25632.04156 23243.66856 25983.52606 23367.49306 11573.63956 10430.47156 15411.05556 7481.1926 17439.6074 27681.1 23754.652 25359.3855 22806.5625 12621.72 11375.28 8845.5
201006 320101 6971.17149 16404.58329 26036.34289 23565.06589 26302.65589 23654.51389 11694.95289 10539.82489 15483.38889 7608.97647 17711.81987 28103.09267 24090.62567 25693.44367 23107.04167 12754.93867 11495.39467 8883.16667
201007 324618 7073.95473 16666.93293 26451.27533 23914.61033 26669.64333 23984.58333 11838.46933 10669.19733 15584.83333 7740.42762 18006.97482 28558.63822 24463.60022 26074.72022 23449.97222 12898.04022 11624.40422 8947.72222
201008 329374 7205.40587 16953.56997 26889.45167 24268.91517 27027.30317 24306.35417 12003.12567 10817.70767 15709.66667 7893.6572 18329.7043 29056.223 24848.0595 26445.1685 23783.1875 13052.673 11763.827 9020
201009 334647 7353.69053 17267.57713 27379.03533 24669.96233 27437.46383 24675.27083 12182.63233 10979.53433 15870.33333 8037.94218 18666.13238 29584.31578 25271.06878 26868.36728 24163.84028 13220.19278 11914.86278 9104.77778
201010 339225 7464.19636 17534.04876 27795.32356 25026.26156 27816.94756 25016.55556 12333.55356 11115.55756 15976.55556 8172.33831 18965.34591 30037.53511 25633.51311 27230.44811 24489.48611 13384.37511 12062.84711 9170.11111
201011 343021 7560.64631 17762.36941 28141.19811 25316.45061 28120.45361 25289.54861 12456.66711 11226.55511 16049.11111 8271.89889 19217.14139 30439.91389 25946.70939 27534.59339 24763.07639 13514.54889 12180.22889 9229.88889
201012 349068 7703.09727 18137.31757 28760.32967 25795.60617 28583.04517 25705.60417 12640.27067 11392.06267 16186.16667 8438.46216 19609.19646 31069.15056 26439.34506 28016.06106 25196.11806 13714.56956 12360.54156 9321.05556
201013 355630 7871.32856 18535.65356 29374.79756 26303.66656 29107.26906 26177.11806 12859.44956 11589.66156 16333.05556 8612.47082 20043.81262 31764.40022 26974.89322 28530.47172 25658.78472 13926.68822 12551.75622 9414.72222
201014 363390 8064.67187 19008.96647 30121.27667 26905.38767 29713.15567 26722.04167 13112.80367 11818.02967 16545.66667 8840.14756 20547.42956 32569.48756 27605.66556 29147.42256 26213.68056 14162.38056 12764.23056 9527.55556
201015 371408 8281.46078 19479.50028 30839.08878 27505.59328 30339.05828 27284.96528 13387.98678 12066.06878 16774.27778 9077.04864 21066.80474 33363.87344 28242.48694 29785.19594 26787.25694 14454.17344 13027.21544 9645.94444
201016 380160 8513.63862 19986.29082 31627.69222 28169.01522 31034.59922 27910.59722 13688.19922 12336.74522 17053.72222 9319.33791 21609.54031 34217.92311 28931.46311 30479.29111 27411.61111 14750.92611 13294.79611 9824.61111
201017 387504 8697.14753 20392.41913 32261.63333 28741.10133 31671.67783 28483.52083 13938.42333 12562.24333 17226.83333 9488.73584 22059.04104 34935.72044 29519.64044 31081.14694 27952.88194 15023.46444 13540.42444 9927.94444
201018 394112 8836.04433 20787.35933 32892.80733 29265.71833 32215.73733 28972.83333 14154.32033 12756.84633 17379.83333 9655.29967 22461.96667 35575.53267 30046.60767 31622.92667 28440.16667 15255.88967 13749.94367 10042.16667
201019 404195 9105.11344 21402.14644 33850.18644 30056.44344 33030.83244 29705.94444 14504.95844 13072.93044 17620.44444 9890.36731 23070.88991 36551.18111 30847.79811 32444.44411 29178.98611 15599.02311 14059.19911 10204.11111
201020 416023 9410.51751 22085.41521 34912.03211 30933.93161 33935.84661 30519.92361 14906.41111 13434.81111 17985.11111 10178.21502 23785.79092 37691.84522 31806.88172 33449.56572 30083.03472 16024.59022 14442.85422 10436.22222
201021 429715 9755.92333 22870.13833 36140.62333 31985.22833 35055.00333 31526.58333 15344.95033 13830.21633 18401.83333 10551.73391 24652.01331 39043.66111 32897.60811 34548.53911 31071.61111 16504.82411 14875.89811 10658.61111
201022 443793 10083.21813 23674.28053 37405.49733 33075.77733 36223.51833 32577.70833 15851.59533 14287.07133 18879.33333 10916.80707 25474.11227 40333.33867 33983.07267 35687.00267 32095.66667 16986.82867 15310.50467 10947.66667
201023 458983 10474.73689 24531.60389 38742.51489 34243.15189 37488.12439 33715.20139 16389.09289 14771.68489 19383.38889 11323.88249 26368.24929 41722.09689 35161.01889 36931.25939 33214.82639 17502.42689 15775.35089 11244.38889
201024 471537 10804.69789 25254.51939 39856.26789 35207.71439 38525.99489 34648.63889 16819.04589 15159.23189 19769.88889 11692.9562 27134.3633 42890.139 36145.1375 37964.654 34144.25 17915.659 16147.841 11456
201025 482340 11046.09893 25848.90873 40800.01533 36051.60633 39458.47483 35487.39583 17217.33133 15518.33533 20104.33333 11975.13604 27768.64084 43892.22044 36993.26844 38858.51894 34948.38194 18262.34444 16460.54444 11648.44444
201026 498019 11429.67364 26719.99224 42155.99844 37222.03344 40713.83694 36616.63194 17798.25344 16042.13544 20677.44444 12425.15764 28725.59724 45371.17644 38212.54244 40112.93594 36076.75694 18818.43344 16961.95544 11938.44444
201027 514977 11839.69509 27691.11769 43666.45889 38519.95189 42100.59589 37864.01389 18431.87189 16613.40589 21263.88889 12874.4026 29729.3944 46920.094 39499.929 41447.43 37277.25 19438.961 17521.539 12277
201028 533589 12350.05384 28755.91154 45284.59744 39908.45094 43582.33344 39196.81944 19078.75144 17196.63744 21936.94444 13409.54082 30867.76112 48650.93722 40938.61372 42939.00822 38618.97222 20102.28722 18119.65722 12651.72222
201029 551572 12863.1362 29809.8913 46853.555 41261.9335 45033.4215 40502.0625 19719.056 17773.944 22603 13924.84402 31916.61392 50237.74922 42287.06972 44365.77172 39902.28472 20778.33022 18729.11422 13010.22222
201030 570038 13355.55171 30880.76851 48461.30711 42669.52911 46562.08661 41876.92361 20403.15211 18390.57011 23263.61111 14475.37171 33026.02351 51900.45711 43670.16811 45800.97261 41193.17361 21425.33211 19312.39011 13370.61111
201031 584179 13723.01391 31662.70781 49668.11011 43730.98461 47719.17661 42917.67361 20915.10911 18852.11311 23784.61111 14860.94787 33867.15297 53167.20167 44752.64817 46951.69517 42228.35417 21945.68267 19781.65067 13650.16667
201101 597149 14071.47578 32384.38378 50760.38578 44708.41778 48799.78828 43889.71528 21401.43278 19290.62278 24221.77778 15241.4116 34651.3444 54347.512 45737.948 47977.3465 43150.9375 22408.529 20198.971 13907
201102 615745 14552.27789 33438.92339 52380.73589 46120.01439 50326.24289 45262.63889 22077.61289 19900.16489 24916.88889 15768.99522 35775.93672 56033.19722 47138.58772 49429.26922 44456.84722 23066.93622 20792.50822 14307.22222
201103 635145 15100.4716 34531.9859 54023.415 47582.4675 51936.5975 46711.0625 22754.293 20510.207 25590 16314.85778 36953.55028 57800.98278 48606.35628 50949.57928 45824.34028 23793.50478 21447.55078 14713.77778
201104 654839 15646.33456 35660.49906 55685.50056 49075.13606 53591.93256 48199.93056 23483.51756 21167.59356 26406.55556 16876.16411 38090.90061 59502.29611 50049.52361 52474.17111 47195.61111 24509.35711 22092.86511 15131.11111
201105 674465 16168.80704 36793.26834 57386.81744 50543.27294 55166.36894 49616.13194 24213.83844 21826.05044 27216.94444 17471.19504 39258.57534 61216.20744 51492.84394 53988.83794 48558.00694 25226.49844 22739.39044 15581.94444
201106 693950 16700.16902 37932.58342 59089.33822 52020.14622 56757.37422 51047.22222 24916.95922 22459.98522 27909.72222 18111.67213 40429.00353 62899.85133 52928.69833 55512.56633 49928.70833 25916.52833 23361.63833 16027.83333
201107 709749 17157.30376 38839.68736 60429.31556 53214.89956 58074.63406 52231.99306 25463.46556 22952.64556 28536.05556 18591.25233 41359.14533 64265.79533 54103.09233 56768.19383 51058.02083 26468.48733 23859.17933 16375.83333
201108 721704 17461.04216 39530.79146 61484.00056 54135.51606 59071.30256 53128.68056 25901.67856 23347.93256 28982.55556 18967.9942 42051.4413 65253.871 54965.7975 57702.396 51898.5 26920.569 24266.931 16633
201109 740083 17953.17962 40608.76432 63108.22122 55524.50772 60548.81322 54457.84722 26559.90022 23941.54422 29678.72222 19513.58082 43151.61712 66828.72922 56308.92972 59127.75422 53180.72222 27619.37422 24897.07022 17073.72222
201110 759465 18522.70984 41701.96904 64686.52444 56962.63444 62161.94694 55908.88194 27260.57244 24573.31644 30548.44444 20105.88998 44275.38258 68444.71178 57714.94678 60646.14528 54546.59028 28306.70378 25516.85178 17580.77778
201111 780046 19096.01742 42843.65952 66371.18722 58460.33272 63809.16422 57390.47222 27998.69822 25238.74622 31624.72222 20742.20253 45506.81063 70208.52633 59207.83783 62219.91433 55962.20833 29074.53733 26209.12933 18081.83333
201112 800854 19731.21764 44051.14774 68107.89744 60024.41894 65546.72794 58953.75694 28758.88944 25924.49944 32594.94444 21393.84991 46722.28981 71907.44611 60659.15461 63761.87761 57349.54861 29845.33011 26904.39211 18616.61111
201113 821239 20301.52576 45181.27786 69758.44056 61536.71006 67250.57356 60486.30556 29495.24456 26588.36656 33613.05556 22032.94033 47902.85683 73568.09433 62111.29383 65336.98133 58766.33333 30568.12033 27556.04633 19184.83333
201114 836896 20771.43929 46054.28749 71009.78689 62708.49389 68593.06189 61693.76389 30075.41489 27111.36289 34435.88889 22504.96573 48781.98393 74815.89933 63212.37633 66540.44133 59848.83333 31100.03933 28035.62733 19602.33333
201115 848419 21083.45544 46684.47044 71945.51844 63599.79344 69627.10944 62623.81944 30479.36044 27475.52844 34986.94444 22871.31842 49410.57002 75684.11022 64013.97422 67448.88822 60665.97222 31517.99422 28412.45022 19887.72222
201116 866288 21578.26102 47691.88942 73401.63422 64943.82822 71150.06072 63993.65972 31118.86122 28052.08322 35926.72222 23428.23649 50413.77029 77104.34689 65248.70189 68781.57639 61864.70139 32194.72989 29022.54789 20372.38889
201117 885757 22082.3436 48744.2629 74963.213 66395.3765 72803.7415 65481.0625 31893.807 28750.693 37050 23986.98987 51484.80297 78619.58567 66595.94017 70263.20217 63197.47917 32885.46367 29645.36967 20913.66667
201118 906783 22689.04391 49897.08631 76592.42711 67923.33111 74556.04211 67057.23611 32706.40611 29483.31611 38290.61111 24663.47258 52700.88698 80281.88578 68052.48578 71845.53278 64620.90278 33637.52078 30323.53478 21461.27778
201119 927795 23298.18862 51044.65332 78210.51722 69451.88172 76318.18272 68642.40972 33500.51722 30199.42722 39626.72222 25333.73156 53868.41606 81878.12856 69446.46606 73355.72306 65979.36806 34476.06056 31079.55056 22085.05556
201120 948293 23924.16629 52150.78249 79756.23089 70935.49189 78049.02289 70199.13889 34283.79389 30905.48389 40869.38889 25984.93256 54985.14756 83421.49356 70853.38856 74934.44056 67399.43056 35227.53256 31757.07856 22656.05556
201121 962509 24328.29947 52925.13637 80862.37167 71995.23917 79283.78667 71309.66667 34832.63767 31400.19567 41625.66667 26435.84613 55764.94403 84486.08033 71824.91483 76025.75633 68380.95833 35765.85633 32242.31033 23019.33333
201122 973406 24617.59287 53512.21647 81723.11867 72807.03867 80218.86667 72150.66667 35247.59967 31774.23367 42281.66667 26769.80869 56351.42909 85295.30889 72563.75689 76855.89089 69127.63889 36164.54189 32601.73589 23342.88889
201123 990718 25111.12127 54465.81357 83060.36967 74086.70217 81708.51417 73490.47917 35909.20367 32370.62967 43298.66667 27338.11629 57313.72399 86621.51389 73723.34139 78113.68639 70258.95139 36807.20989 33181.06789 23858.88889
201124 1009206 25603.09338 55458.58268 84490.01878 75462.97228 83317.40928 74937.59028 36616.65478 33008.40078 44489.27778 27901.64738 58297.62068 87965.20278 74956.83628 79505.51928 71510.84028 37471.83278 33780.22278 24432.27778
201125 1029222 26201.45749 56547.89479 86049.53789 76925.94539 84995.48389 76447.01389 37397.95689 33712.82089 45892.38889 28554.23762 59393.23532 89458.77922 76256.48472 80909.12422 72773.47222 38204.02422 34440.42022 25061.72222
201126 1049067 26758.59784 57566.30054 87497.46344 78310.82794 86606.65744 77896.31944 38218.89044 34452.99844 47564.44444 29152.26887 60428.10897 90899.75567 77548.03317 82338.79167 74059.54167 38928.58867 35093.74467 25745.66667
201127 1068159 27304.68151 58540.53221 88878.09411 79652.00061 88183.99711 79315.36111 38971.47711 35131.74511 49118.61111 29750.02516 61432.18246 92221.74856 78775.15406 83734.79256 75315.43056 39651.46756 35745.64356 26436.05556
201128 1083491 27744.09338 59352.39618 90038.14578 80780.65578 89512.97278 80510.90278 39582.38478 35682.67078 50143.77778 30213.10582 62222.77162 93296.58822 79778.73122 84881.53922 76347.09722 40230.81522 36268.12922 26904.22222
201129 1094631 28080.889 59953.452 90878.682 81603.217 90485.135 81385.625 40028.421 36085.079 50879.5 30547.34607 62800.57927 94086.85067 80498.68267 85688.37467 77073.16667 40633.41567 36631.41767 27291.16667
201130 1111881 28520.69073 60845.84743 92182.07633 82845.05883 91926.11833 82681.70833 40742.95833 36729.20833 51988.83333 31009.92647 63690.95737 95367.76767 81663.26717 86992.41467 78246.16667 41320.21567 37250.61767 27877.16667
201201 1131432 29045.16153 61862.58413 93685.49133 84268.93633 93571.05583 84161.27083 41536.53633 37444.63033 53393.83333 31574.73567 64696.02467 96746.52067 82931.47367 88425.51617 79535.22917 42071.71367 37928.11967 28553.16667
201202 1153052 29650.13813 63003.59103 95321.45833 85859.44983 95443.46683 85845.39583 42423.47933 38244.18733 54924.33333 32195.82547 65797.69137 98262.03367 84315.58817 89981.00717 80934.35417 42910.26467 38684.06867 29255.66667
201203 1176318 30254.67056 64171.05106 97005.27656 87523.69606 97425.27106 87627.86806 43416.65956 39139.45156 56917.05556 32875.6962 66982.8973 99880.687 85760.9195 91576.1125 82369.1875 43783.05 39470.95 30137.5
201204 1198427 30839.98131 65330.56591 98661.26111 89129.02011 99311.16461 89324.17361 44297.05711 39933.16511 58645.61111 33494.45264 68100.09224 101428.25644 87164.00844 93143.97494 83779.38194 44630.25044 40234.63844 30979.94444
201205 1215758 31360.56311 66235.73161 99943.75611 90403.33361 100833.92111 90693.86111 45000.68911 40567.53311 59759.61111 33998.03467 68998.49717 102692.56367 88316.55117 94437.18667 84942.66667 45252.57467 40795.75867 31525.16667
201206 1229658 31704.13831 66980.72391 101037.39111 91462.82711 102077.78761 91812.79861 45553.59611 41066.12611 60699.11111 34363.05547 69663.57187 103604.25467 89204.70067 95484.06317 85884.35417 45791.33167 41281.50167 31986.66667
201207 1250380 32205.6642 67996.5228 102548.874 92971.007 103885.3695 93438.5625 46415.995 41843.505 62191.5 34944.25144 70686.33744 105060.34444 90549.33644 97008.13994 87255.25694 46617.27344 42026.11544 32735.94444
201208 1273877 32756.91478 69157.90828 104300.81278 94711.77928 105965.59878 95309.65278 47378.93378 42711.62178 63948.27778 35535.94967 71803.42017 106660.23967 92045.12117 98719.60267 88794.66667 47565.98067 42881.35267 33629.16667
201209 1299397 33411.83807 70436.30877 106166.79367 96565.99017 108181.71517 97302.85417 48473.27267 43698.06067 65870.16667 36230.09958 73074.54248 108424.45078 93682.28228 100582.57628 90470.21528 48547.50378 43766.05178 34512.27778
201210 1326590 34103.09613 71778.08653 108127.86533 98502.85733 110486.51133 99376.08333 49648.76333 44757.90333 68161.33333 36981.36138 74415.16318 110310.21578 95384.72678 102478.29678 92175.40278 49629.80378 44741.75178 35530.77778
201211 1352568 34819.799 73071.266 109985.63 100360.037 112714.8305 101380.4375 50749.088 45749.912 70444 37688.28913 75671.51253 112041.10333 96971.92033 104267.40383 93784.77083 50682.15133 45690.51533 36495.33333
201212 1373937 35303.43527 74104.81007 111548.49067 101929.07067 114603.33917 103078.85417 51675.48867 46584.84467 72238.66667 38241.92882 76656.38962 113437.97022 98300.61222 105807.52272 95169.90972 51515.14622 46441.29822 37299.22222
201213 1389401 35697.28902 74867.60142 112664.11422 103060.49222 115974.11422 104311.72222 52346.37922 47189.56522 73483.72222 38639.67151 77373.40771 114460.82511 99262.31611 106912.58511 96163.86111 52132.19211 46997.53011 37863.61111
201214 1412504 36243.92787 75981.92997 114334.71567 104744.72517 118006.47217 106139.72917 53321.60867 48068.72467 75368.66667 39265.4244 78451.5501 116000.949 100701.0605 108557.8285 97643.6875 53086.352 47857.648 38729
201215 1438499 36878.12609 77195.40219 116127.38989 106629.11339 120341.97539 108240.32639 54446.26289 49082.51489 77481.88889 39943.96076 79663.85486 117693.96456 102315.18206 110431.37806 99328.99306 54142.38156 48809.72956 39746.55556
201216 1467165 37529.10293 78522.74173 118128.18933 108692.11533 122867.64233 110512.20833 55723.28633 50233.88033 79763.83333 40646.16484 80994.04204 119600.58044 104109.60644 112494.45344 101184.81944 55365.19744 49912.19144 40884.94444
201217 1495571 38186.30176 79844.83686 120124.61056 110724.54906 125335.79206 112732.24306 57050.63556 51430.47556 82370.55556 41340.69962 82261.69732 121436.12722 105797.89672 114402.12772 102900.78472 56532.72422 50964.72022 42134.22222
201218 1522858 38786.10707 81103.50827 122086.73067 112690.53267 127698.32967 114857.29167 58295.02867 52552.30467 84638.66667 42004.17613 83463.65353 123194.15933 107468.60433 116336.82333 104641.08333 57755.55133 52067.11533 43218.33333
201219 1543273 39276.51969 82035.80809 123474.98889 114133.38689 129474.17839 116454.45139 59245.65489 53409.12289 86494.88889 42473.58787 84344.57047 124497.31667 108721.38767 117800.03317 105957.10417 58607.40067 52834.93267 44037.66667
201220 1558899 39573.92369 82734.20859 124567.09789 115263.84539 130861.74389 117702.51389 59981.13589 54072.14189 87801.88889 42832.43862 85009.35332 125476.41722 109681.44772 118936.95422 106979.72222 59301.93522 53461.00922 44661.22222
